id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,bps_kode_desa_kelurahan,bps_desa_kelurahan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,kemendagri_kode_desa_kelurahan,kemendagri_nama_desa_kelurahan,nama_unit_bank_sampah,alamat_bank_sampah,tahun
195,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210003,CIKUTRA,32.73.14,CIBEUNYING KIDUL,32.73.14.1002,CIKUTRA,BANK SAMPAH SELINGKUH ( SELAMATKAN LINGKUNGAN HIDUP)/ BSU  RW 12 CIKUTRA,RW 012,2024
196,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH UNIT RW.01 KEL. PADASUKA,KANTOR RW.01 BELAKANG KANTOR PUSKESMAS PADASUKA,2024
197,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH TERATAI RW 02,JL. BBK ANDIR RT 06 RW 02.,2024
198,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH SAUYUNAN 03,JL. SEKEPONDOK RT 07 /03,2024
199,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH NEGLASARI MAKMUR RW 04,JL NEGLASARI,2024
200,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH MELATI PUTIH RW 05 ,CIDURIAN NO. 24/208 C RW 05 ,2024
201,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAHTANJUNG 06 ,JL. BBK H TAMIM RW 06,2024
202,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH CITRA 07,JL. CIDURIAN UTARA RT 02 RW 07,2024
203,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH ROS RW 08, RW 09,2024
204,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH PLAMBOYAN RW 09,JLN SEKEPONDOK 1 RT 06  RW 09 (GEDUNG SERBA GUNA RW 09),2024
205,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH LET'S GO RW 10,,2024
206,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH SEGA MANDIRI RW 11 ,GSG RW 11 ,2024
207,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH ASTER RW.12 KEL PADASUKA,JL. SUKASIRNA RT 01 RW 12 ,2024
208,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH DAHLIA RW 13,JL.BBK.H.TAMIM GG.H.TAMIM VIII,2024
209,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH SETIA MANDIRI RW.14 KEL. PADASUKA,JL. SETIA RT.07 RW.14,2024
210,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH BRINKA RW.15 KEL. PADASUKA,JL. CIKUTRA GG. SUKAPADA KEL PADASUKA I  RW.15 RT.03,2024
211,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH SEROJA RW.15 KEL. PADASUKA,JLN PHH MUSTOPA  GG.SUKAPADA RT.02/RW.16,2024
212,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH GATEWAY,GATEWAY,2024
213,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BANK SAMPAH UNIT GVR.,"GREEN VALLEY RESIDENCE BLOK C14 RT 7, RW 1, PASIRLAYUNG",2024
214,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BANK SAMPAH UNIT RW.01 KEL. PASIRLAYUNG,"GEDUNG SERBA GUNA PASIRLAYUNG ASRI RT 6, RW 1, PASIRLAYUNG",2024
215,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BNAK SAMPAH UNIT BSU BERSEMI RW.02 KEL.PASIRLAYUNG ,JL. PASIRLAYUNG TENGAH NO. 9,2024
216,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BSU RENGGANIS RW  03,GEDUNG SERBA GUNA JL PASIRLAYUNG RT02/RW03 KEL. PASIRLAYUNG,2024
217,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,"BANK SAMPAH UNIT BANK SAMPAH SAUYUNAN RW 04, KEL. PASIRLAYUNG",JALAN SIRNAGALIH NO.16F RT 05 RW 04,2024
218,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BANK SAMPAH UNIT RW 05 KEL. PASIRLAYUNG,MADRASAH RW 05,2024
219,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BSU KATINEUNG RW 06 KEL. PASIRLAYUNG,KANTOR SG RW 06 JL. BABAKAN CIHAPIT RT.08 RW.06,2024
220,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BSU SEDAP MALAM RW.08,PASIRLAYUNG RT04/RW08,2024
221,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BSU LESTARI RW 09, GG.IRIT RW 09  PASIRLAYUNG,2024
222,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BANK SAMPAH UNIT HARMONY'S RW 10,JLN PADASUKA GG.MOCH. WIJAYA RT 05 RW 10,2024
223,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BANK SAMPAH UNIT CEMPAKA 11,JL CIMUNCANG RT 05 RW 11 BBK GEMPOL,2024
224,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BSU BERSIH INDAH RW 12 PASIRLAYUNG,JL. CIMUNCANG GG. SANEM RT.01 RW.12,2024
225,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BSU BERSEKA RW 13 ,GANG BPK WIRIA RT 03/RW 13 KEL PASIRLAYUNG ,2024
226,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BSU RESIK BERKAH 07,JLN UTAMA RT 05 /07,2024
227,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BANK SAMPAH KEL. PASIRLAYUNG,KANTOR KEL. PASIRLAYUNG,2024
228,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210001,SUKAMAJU,32.73.14,CIBEUNYING KIDUL,32.73.14.1004,SUKAMAJU,BANK SAMPAH KEL. SUKAMAJU,DARI RW.01 S/D RW.12,2024
229,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210001,SUKAMAJU,32.73.14,CIBEUNYING KIDUL,32.73.14.1004,SUKAMAJU,BANK SAMPAH KEL. SUKAMAJU,DARI RT.01 S/D RT.07,2024
230,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210006,SUKAPADA,32.73.14,CIBEUNYING KIDUL,32.73.14.1005,SUKAPADA,BANK SAMPAH KEL. SUKAPADA DAN RW.09,KANTOR KEL. SUKAPADA,2024
231,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210006,SUKAPADA,32.73.14,CIBEUNYING KIDUL,32.73.14.1005,SUKAPADA,BANK SAMPAH UNIT AMARILIS RW 08 KEL. SUKAPADA,KANTOR SERBA GUNA L.BABAKAN BARU RT 05 RW 08 KEL. SUKAPADA,2024
232,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210006,SUKAPADA,32.73.14,CIBEUNYING KIDUL,32.73.14.1005,SUKAPADA,BANK SAMPAH CAANG RW 16 SUKAPADA,JL.BABAKAN BARU RT 04 RW 16 KEL. SUKAPADA,2024
233,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210002,CICADAS,32.73.14,CIBEUNYING KIDUL,32.73.14.1003,CICADAS,BANK SAMPAH UNIT RT.07.RW.08 KEL. CICADAS,GEDUNG POSYANDU RW.08. JL. TERUSAN AWI BITUNG NO. 235 RT.03 RW.08 KEL. CICADAS,2025
234,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210002,CICADAS,32.73.14,CIBEUNYING KIDUL,32.73.14.1003,CICADAS,BSU TERARTAI RW 10 CICADAS,GG. . SUKARASA RT.04 RW.10 KEL. CICADAS,2025
235,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210002,CICADAS,32.73.14,CIBEUNYING KIDUL,32.73.14.1003,CICADAS,BSU KENARI 11 RW.11 KEL. CICADAS,JL. ASEP BERLIAN GG BUNGA 2 NO 101 RT 03/11,2025
236,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210002,CICADAS,32.73.14,CIBEUNYING KIDUL,32.73.14.1003,CICADAS,BSU KEL. CICADAS,KANTOR KEL. CICADAS,2025
237,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210002,CICADAS,32.73.14,CIBEUNYING KIDUL,32.73.14.1003,CICADAS,BANK SAMPAH UNIT RW.13 KEL. CICADAS,"JL. PRAMUKA III, KOMPLEK PPI",2025
238,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210003,CIKUTRA,32.73.14,CIBEUNYING KIDUL,32.73.14.1002,CIKUTRA,BANK SAMPAH KEC. CIBEUNYING KIDUL,JL. SUKASENANG NO. 11,2025
239,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210003,CIKUTRA,32.73.14,CIBEUNYING KIDUL,32.73.14.1002,CIKUTRA,BSU DIRIKSA RW 04 CIKUTRA,BALAI RW RT 01 RW 4 KELURAHAN CIKUTRA,2025
240,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210003,CIKUTRA,32.73.14,CIBEUNYING KIDUL,32.73.14.1002,CIKUTRA,BANK SAMPAH UNIT RW 07 CIKUTRA,RT 01 RW 7 KELURAHAN CIKUTRA,2025
241,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210003,CIKUTRA,32.73.14,CIBEUNYING KIDUL,32.73.14.1002,CIKUTRA,BANK SAMPAH UNIT RW 06 CIKUTRA,CICADAS GIRANG 2 RT 05 RW 06 KELURAHAN CIKUTRA,2025
242,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210003,CIKUTRA,32.73.14,CIBEUNYING KIDUL,32.73.14.1002,CIKUTRA,BANK SAMPAH UNIT  KANTOR KELURAHAN CIKUTRA,JL. SUKASENANG VI NO 6 A.,2025
243,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210003,CIKUTRA,32.73.14,CIBEUNYING KIDUL,32.73.14.1002,CIKUTRA,BANK SAMPAH UNIT RW 09 CIKUTRA,RW 009,2025
244,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210003,CIKUTRA,32.73.14,CIBEUNYING KIDUL,32.73.14.1002,CIKUTRA,BANK SAMPAH SELINGKUH ( SELAMATKAN LINGKUNGAN HIDUP)/ BSU  RW 12 CIKUTRA,RW 012,2025
245,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH UNIT RW.01 KEL. PADASUKA,KANTOR RW.01 BELAKANG KANTOR PUSKESMAS PADASUKA,2025
246,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH TERATAI RW 02,JL. BBK ANDIR RT 06 RW 02.,2025
247,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH SAUYUNAN 03,JL. SEKEPONDOK RT 07 /03,2025
248,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH NEGLASARI MAKMUR RW 04,JL NEGLASARI,2025
249,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH MELATI PUTIH RW 05 ,CIDURIAN NO. 24/208 C RW 05 ,2025
250,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAHTANJUNG 06 ,JL. BBK H TAMIM RW 06,2025
251,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH CITRA 07,JL. CIDURIAN UTARA RT 02 RW 07,2025
252,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH ROS RW 08, RW 09,2025
253,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH PLAMBOYAN RW 09,JLN SEKEPONDOK 1 RT 06  RW 09 (GEDUNG SERBA GUNA RW 09),2025
254,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH LET'S GO RW 10,,2025
255,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH SEGA MANDIRI RW 11 ,GSG RW 11 ,2025
256,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH ASTER RW.12 KEL PADASUKA,JL. SUKASIRNA RT 01 RW 12 ,2025
257,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH DAHLIA RW 13,JL.BBK.H.TAMIM GG.H.TAMIM VIII,2025
258,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH SETIA MANDIRI RW.14 KEL. PADASUKA,JL. SETIA RT.07 RW.14,2025
259,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH BRINKA RW.15 KEL. PADASUKA,JL. CIKUTRA GG. SUKAPADA KEL PADASUKA I  RW.15 RT.03,2025
260,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH SEROJA RW.15 KEL. PADASUKA,JLN PHH MUSTOPA  GG.SUKAPADA RT.02/RW.16,2025
261,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210004,PADASUKA,32.73.14,CIBEUNYING KIDUL,32.73.14.1001,PADASUKA,BANK SAMPAH GATEWAY,GATEWAY,2025
262,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BANK SAMPAH UNIT GVR.,"GREEN VALLEY RESIDENCE BLOK C14 RT 7, RW 1, PASIRLAYUNG",2025
263,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BANK SAMPAH UNIT RW.01 KEL. PASIRLAYUNG,"GEDUNG SERBA GUNA PASIRLAYUNG ASRI RT 6, RW 1, PASIRLAYUNG",2025
264,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BNAK SAMPAH UNIT BSU BERSEMI RW.02 KEL.PASIRLAYUNG ,JL. PASIRLAYUNG TENGAH NO. 9,2025
265,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BSU RENGGANIS RW  03,GEDUNG SERBA GUNA JL PASIRLAYUNG RT02/RW03 KEL. PASIRLAYUNG,2025
266,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,"BANK SAMPAH UNIT BANK SAMPAH SAUYUNAN RW 04, KEL. PASIRLAYUNG",JALAN SIRNAGALIH NO.16F RT 05 RW 04,2025
267,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BANK SAMPAH UNIT RW 05 KEL. PASIRLAYUNG,MADRASAH RW 05,2025
268,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BSU KATINEUNG RW 06 KEL. PASIRLAYUNG,KANTOR SG RW 06 JL. BABAKAN CIHAPIT RT.08 RW.06,2025
269,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BSU SEDAP MALAM RW.08,PASIRLAYUNG RT04/RW08,2025
270,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BSU LESTARI RW 09, GG.IRIT RW 09  PASIRLAYUNG,2025
271,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BANK SAMPAH UNIT HARMONY'S RW 10,JLN PADASUKA GG.MOCH. WIJAYA RT 05 RW 10,2025
272,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BANK SAMPAH UNIT CEMPAKA 11,JL CIMUNCANG RT 05 RW 11 BBK GEMPOL,2025
273,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BSU BERSIH INDAH RW 12 PASIRLAYUNG,JL. CIMUNCANG GG. SANEM RT.01 RW.12,2025
274,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BSU BERSEKA RW 13 ,GANG BPK WIRIA RT 03/RW 13 KEL PASIRLAYUNG ,2025
275,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BSU RESIK BERKAH 07,JLN UTAMA RT 05 /07,2025
276,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210005,PASIRLAYUNG,32.73.14,CIBEUNYING KIDUL,32.73.14.1006,PASIRLAYUNG,BANK SAMPAH KEL. PASIRLAYUNG,KANTOR KEL. PASIRLAYUNG,2025
277,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210001,SUKAMAJU,32.73.14,CIBEUNYING KIDUL,32.73.14.1004,SUKAMAJU,BANK SAMPAH KEL. SUKAMAJU,DARI RW.01 S/D RW.12,2025
278,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210001,SUKAMAJU,32.73.14,CIBEUNYING KIDUL,32.73.14.1004,SUKAMAJU,BANK SAMPAH KEL. SUKAMAJU,DARI RT.01 S/D RT.07,2025
279,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210006,SUKAPADA,32.73.14,CIBEUNYING KIDUL,32.73.14.1005,SUKAPADA,BANK SAMPAH KEL. SUKAPADA DAN RW.09,KANTOR KEL. SUKAPADA,2025
280,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210006,SUKAPADA,32.73.14,CIBEUNYING KIDUL,32.73.14.1005,SUKAPADA,BANK SAMPAH UNIT AMARILIS RW 08 KEL. SUKAPADA,KANTOR SERBA GUNA L.BABAKAN BARU RT 05 RW 08 KEL. SUKAPADA,2025
281,32,JAWA BARAT,3273,KOTA BANDUNG,3273210,CIBEUNYING KIDUL,3273210006,SUKAPADA,32.73.14,CIBEUNYING KIDUL,32.73.14.1005,SUKAPADA,BANK SAMPAH CAANG RW 16 SUKAPADA,JL.BABAKAN BARU RT 04 RW 16 KEL. SUKAPADA,2025
